block_index,condition,controller,state,plate_accuracy,char_accuracy,mean_dseg,mean_dbox,mean_U,mean_total_ms,p95_total_ms,mean_search_ms,outside_stable_region,outside_reasons
0,clean,B0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.7333333333333333,0.9222222222222223,0.0,,0.009456743270785018,569.6246497953931,586.0546264797449,2.356792986392975,0,
0,clean,B1,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.7333333333333333,0.9222222222222223,0.0,,0.009456743270785018,569.6246497953931,586.0546264797449,2.356792986392975,0,
0,clean,B2,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.7333333333333333,0.9222222222222223,0.0,,0.009456743270785018,569.6246497953931,586.0546264797449,2.356792986392975,0,
0,clean,B3,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.7333333333333333,0.9222222222222223,0.0,,0.009456743270785018,569.6246497953931,586.0546264797449,2.356792986392975,0,
0,clean,B3-I,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.7333333333333333,0.9222222222222223,0.0,,0.009456743270785018,569.6246497953931,586.0546264797449,2.356792986392975,0,
0,clean,B3-R0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.7333333333333333,0.9222222222222223,0.0,,0.009456743270785018,569.6246497953931,586.0546264797449,2.356792986392975,0,
1,blur,B0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.4,0.877777777777778,0.0,,0.020370370370370372,573.8555872812867,629.0146061219275,6.139482247332732,0,
1,blur,B1,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.4,0.877777777777778,0.0,,0.020370370370370372,573.8555872812867,629.0146061219275,6.139482247332732,0,
1,blur,B2,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.4,0.877777777777778,0.0,,0.020370370370370372,573.8555872812867,629.0146061219275,6.139482247332732,0,
1,blur,B3,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.4,0.877777777777778,0.0,,0.020370370370370372,573.8555872812867,629.0146061219275,6.139482247332732,0,
1,blur,B3-I,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.4,0.877777777777778,0.0,,0.020370370370370372,573.8555872812867,629.0146061219275,6.139482247332732,0,
1,blur,B3-R0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.4,0.877777777777778,0.0,,0.020370370370370372,573.8555872812867,629.0146061219275,6.139482247332732,0,
2,clean,B0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.5333333333333333,0.9000000000000001,0.0,,0.013164078056551176,564.8173081999024,583.561404235661,3.305301504830519,0,
2,clean,B1,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.5333333333333333,0.9000000000000001,0.0,,0.013164078056551176,564.8173081999024,583.561404235661,3.305301504830519,0,
2,clean,B2,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.5333333333333333,0.9000000000000001,0.0,,0.013164078056551176,564.8173081999024,583.561404235661,3.305301504830519,0,
2,clean,B3,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.5333333333333333,0.9000000000000001,0.0,,0.013164078056551176,564.8173081999024,583.561404235661,3.305301504830519,0,
2,clean,B3-I,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.5333333333333333,0.9000000000000001,0.0,,0.013164078056551176,564.8173081999024,583.561404235661,3.305301504830519,0,
2,clean,B3-R0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.5333333333333333,0.9000000000000001,0.0,,0.013164078056551176,564.8173081999024,583.561404235661,3.305301504830519,0,
