id,tag,perturbation,gt,pred,char_accuracy,plate_accuracy,trace_hash,semantic_trace_hash,total_ms,search_ms,segment_count,expected_count,overlap_pen,density,density_pen,blocking,selected_boxes
test_004007_glare_GLR049,cut__max_column_sum_quantile__s1__minus,glare,GLR049,GLR049,1.0,1.0,7f4f1d3b3bdfa1747a299717de330610444b3f91a81a7a30c2cd207c9c99567a,575735999a486fe61fe7584f946bdc01d6747ae932525d131b6f43ca10c0d907,710.846547037363,0.5193920806050301,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s1__plus,glare,GLR049,GLR049,1.0,1.0,e69a46b30832564fec280cebdc47251346dcf238bdd8821df49295462e6631d8,1fa306497a02465cbbeb144e0acf6f71dbeb649541ea94d9ebd56d7af002abad,934.2506723478436,0.4676142707467079,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s2__minus,glare,GLR049,GLR049,1.0,1.0,78a1ba7988dca742b9fe1b9b2fa22046d606e02eb4a696f533252dd37d93f325,6646d48865c7d4f39f1ee6803603d9c445d214f65dfba2f83434ad7f3f1dd1fb,783.5195967927575,0.45542046427726746,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s2__plus,glare,GLR049,GLR049,1.0,1.0,72ad2d85ea3ce29a8c12a0d482cf3ca25dc44f687c066647e80c63408d9dc873,6eb7c0b8f4904ce1ca37909afc8f2e84b0381660ebb6fcc9b142240cceecfaf5,713.6878296732903,0.4711197689175606,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s4__minus,glare,GLR049,GLR049,1.0,1.0,70846ce63ccbd1d30a0857d3c87c274125a1eb79d89b6a0a4d642652b6d713a0,b37c98b50c7d8137d2e194c3abd65fbe35fa43ca5029405764daa3b43e83a133,881.8634580820799,0.4695672541856766,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s4__plus,glare,GLR049,GLR049,1.0,1.0,1f9e38e0a07f19000f5bec7439475f745434ef9be5e079772a47f8bee9261b32,0e5f2287f1999e79cce56bd516e98f1e5fd049e3a5c2198b46f400b18e7cd0c0,738.9881778508425,0.5043735727667809,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s1__minus,glare,GLR049,GLR049,1.0,1.0,944cfdb201f4b43b74fa3b687aaf9df5a400f61a6262e7cb6f5b87ad7c51a3de,f97a09378c8a79d6de22973920a65b86c3af2756b5f5a848a81a058f4ea483fb,869.394694454968,0.4326384514570236,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s1__plus,glare,GLR049,GLR049,1.0,1.0,038dc6ca1a96e9e62dfded2405e02d321d379913838d02855d8fe97b48c8234c,df6cce3f7ef250622905c4cb593adc47a6652c8ebd8d91ce5d58f9a058fcd1c1,741.1031499505043,0.4837736487388611,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s2__minus,glare,GLR049,GLR049,1.0,1.0,86d3bcbebf1fb63447c2105e3bd657cbf95e670c2642abbfbc8e0bf9d6870b8a,eaf8dfa48b3cc48129367a88f929ac2741ae93c42b2f3bcdcc1561419277c9a6,813.3175540715456,0.42116641998291016,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s2__plus,glare,GLR049,GLR049,1.0,1.0,5214e4e9210208a9e7516a2cce63b41af97549179fb2c10fd703f8b8ed54646a,f5b57d45dd2030c321216cdf8268407e9b0b79317258b6c0ddc03486d06e9d3c,877.0532915368676,0.4645576700568199,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
