id,tag,perturbation,gt,pred,char_accuracy,plate_accuracy,trace_hash,semantic_trace_hash,total_ms,search_ms,segment_count,expected_count,overlap_pen,density,density_pen,blocking,selected_boxes
test_004007_glare_GLR049,cut__max_column_sum_quantile__s16__minus,glare,GLR049,GLR049,1.0,1.0,654a5ac253d9729062b563f31b16d1fbbe9ad721e0853b2763bded5767fc74fe,633157052fa25da12e4076e46ffaa22019dd3d1fa30a24eea1be5f702167f518,914.8326925933361,0.4863487556576729,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s16__plus,glare,GLR049,GLR049,1.0,1.0,af879bc1150146e117b0e7d8773261fa901e8ec4b82fb6225ae9d92df4eeee05,0ea2ac2434ff4085250369f01692d82a0c0c8abb9f8324ad921e1cbf13d4a0c5,919.5304811000824,0.4481663927435875,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s8__minus,glare,GLR049,GLR049,1.0,1.0,438bed8a0a209ea2cad1a9d4699ff4649eb82a0b140e6869f5cdb82f75217b0a,633157052fa25da12e4076e46ffaa22019dd3d1fa30a24eea1be5f702167f518,1004.0918905287981,0.4890440031886101,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__max_column_sum_quantile__s8__plus,glare,GLR049,GLR049,1.0,1.0,7e8beeac2079bf2ef6e07a5d33967cb4df038fcd0fedfd58702c8cc5a1aded52,384d385cbf10cb51cb569684d47290bb6ec3fd70278c6b31eaf4dc63c5840ce6,739.0837492421269,0.38244202733039856,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s16__minus,glare,GLR049,GLR049,1.0,1.0,0c546de9dd117c2bbb2fed3a5973cc55982a061fca8cfc937e188f32a05e1054,30888711941b2767cd5eab39e13956a39980be65f2ff4fa3b81d95fdc35819ab,1312.2782474383712,522.855150513351,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s16__plus,glare,GLR049,GLR049,1.0,1.0,2c63f6f2c0530224e8f102855987e008a1db8ed8ea68708af75c122bd32d237c,9a0c741965dd9ad298434e1f6d8b54b37df7a1ae29f61a982f3e77412940d0f9,713.884299620986,0.4614712670445442,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s8__minus,glare,GLR049,GLR049,1.0,1.0,851c3ed17ddd1bb3052ab959a896d83c3964991caacf997a35c9bf7559236a59,8382585ea26a781fd0cbb4d8415fa36055f25aee809534c53994145b5df25fae,1138.712354004383,423.5159941017628,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,cut__min_rel_width_for_split__s8__plus,glare,GLR049,GLR049,1.0,1.0,0effb681baafae39effb647bc27c8a8ef0e1838e345ed82048b9b75739711e54,d87be2fe6fd45ca35d2f3c7c690bd9cb17775ce4f5d3943554f388c8ab80b412,828.3336805179715,0.4542982205748558,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,reference,glare,GLR049,GLR049,1.0,1.0,8662773ebd0286ba7afd5512ffbcde5988f9a01442441bee28b3ed2d9b97721f,9d1f2f2bdd2011ee7d98ab63680cad3ddef981ed0785d1cf96ee9f1501373b84,784.1833103448153,0.4791347309947014,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,scoring__blocking_gap_ratio__s16__minus,glare,GLR049,GLR049,1.0,1.0,00a7e6b13341fff80f5245b27eb005409d460b43518e49e9a67f87e263fb6ae6,92b421210d9a03c433f4f50b9daa3cb22ef63469fada87925a862136c53fc6f1,878.8670180365443,0.4690559580922127,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,scoring__blocking_gap_ratio__s16__plus,glare,GLR049,GLR049,1.0,1.0,3b83bd21ea899ca1c57159e1fc4b32d232fd767c885930f291b13b76f61be6aa,b950254161779f90e000313674f489817edad983c7ae7ddbe1f4f2e397d96c5f,661.252717487514,0.4634065553545952,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,scoring__blocking_gap_ratio__s8__minus,glare,GLR049,GLR049,1.0,1.0,5b50041fc62b4feb2be99cb452926f70dad38a7141ef1cef126a4827edc6c7b2,92b421210d9a03c433f4f50b9daa3cb22ef63469fada87925a862136c53fc6f1,1001.250815577805,0.5355523899197578,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,scoring__blocking_gap_ratio__s8__plus,glare,GLR049,GLR049,1.0,1.0,04af73ea6fe68d7230b8cf7346bc2a84450b3c047428e5647570dd6314623146,40c7e7b4850f1748ba5e7df9af9af7e0194775fd36bdfad749609c6380633621,773.6767958849669,0.4529263824224472,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,scoring__rho_max__s16__minus,glare,GLR049,GLR049,1.0,1.0,975812e8d977400c5b13c6ac7d42fbfbab475798a7afdb233e8490ccb4700df6,329bcea63dff10cf2cd7007dfe95a41532274a6c8a2c30e3c2f03570eed56119,793.2321084663272,0.47508813440799713,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,scoring__rho_max__s16__plus,glare,GLR049,GLR049,1.0,1.0,7709d68f914fe3e0305b446a85ba4e17f5b09030b90d679d483caf54c8788892,9d895bbbefc5eee3670a65ed7fab63c3a2754ad1274870c3f294c3bb08fa9234,859.9075209349394,0.49809087067842484,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
test_004007_glare_GLR049,scoring__rho_max__s8__minus,glare,GLR049,GLR049,1.0,1.0,0a0de141ad726a24554427653202a2acad137bb13698dc999d1ae6d74e5db8bf,39490518c5204d4206839576339a248e5f2e1fc1085cc9768ae04c6f9de8d033,670.9640482440591,0.46723242849111557,6,6,0.0,0.11541666666666667,0.0,0,"[[20,17,24,30],[61,18,18,28],[94,17,22,28],[141,17,21,29],[175,18,22,29],[211,18,20,30]]"
